,sent_file,token,lemma,from,to,semtag,output
5564,pmb-4.0.0/data/en/gold/p41/d2065/en.drs.xml,"['ø', 'John~Lennon', 'was', 'born', 'in', 'ø', '1940', '.']","['ø', 'john~lennon', 'be', 'bear', 'in', 'ø', '1940', '.']","[0, 0, 12, 16, 21, 24, 24, 28]","[-1, 11, 15, 20, 23, -1, 28, 29]","['DEF', 'PER', 'PST', 'EXS', 'REL', 'DEF', 'YOC', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'John~Lennon', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'born', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'YOC: ', '1940', '; ', 'NIL: ', '.']"
5578,pmb-4.0.0/data/en/gold/p41/d2405/en.drs.xml,"['You', 'must', 'be', 'joking', '!']","['hearer', 'must', 'be', 'joke', '!']","[0, 4, 9, 12, 18]","[3, 8, 11, 18, 19]","['PRO', 'NEC', 'NOW', 'EXG', 'EMP']","['PRO: ', 'You', '; ', 'NEC: ', 'must', '; ', 'NOW: ', 'be', '; ', 'EXG: ', 'joking', '; ', 'EMP: ', '!']"
3166,pmb-4.0.0/data/en/gold/p18/d2566/en.drs.xml,"['He', 'answers', 'us', 'whenever', 'we', 'call', 'him', '.']","['male', 'answer', 'speaker', 'whenever', 'speaker', 'call', 'male', '.']","[0, 3, 11, 14, 23, 26, 31, 34]","[2, 10, 13, 22, 25, 30, 34, 35]","['PRO', 'ENS', 'PRO', 'IMP', 'PRO', 'ENS', 'PRO', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', 'answers', '; ', 'PRO: ', 'us', '; ', 'IMP: ', 'whenever', '; ', 'PRO: ', 'we', '; ', 'ENS: ', 'call', '; ', 'PRO: ', 'him', '; ', 'NIL: ', '.']"
7373,pmb-4.0.0/data/en/gold/p61/d2484/en.drs.xml,"['I', ""'m"", 'slightly', 'hungry', '.']","['speaker', 'be', 'slightly', 'hungry', '.']","[0, 1, 4, 13, 19]","[1, 3, 12, 19, 20]","['PRO', 'NOW', 'INT', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'INT: ', 'slightly', '; ', 'IST: ', 'hungry', '; ', 'NIL: ', '.']"
3508,pmb-4.0.0/data/en/gold/p21/d1403/en.drs.xml,"['He', 'left', 'ø', 'ten', 'minutes', 'ago', '.']","['male', 'leave', 'ø', '10', 'minute', 'ago', '.']","[0, 3, 8, 8, 12, 20, 23]","[2, 7, -1, 11, 19, 23, 24]","['PRO', 'EPS', 'DIS', 'QUC', 'UOM', 'PST', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'left', '; ', 'DIS: ', 'ø', '; ', 'QUC: ', 'ten', '; ', 'UOM: ', 'minutes', '; ', 'PST: ', 'ago', '; ', 'NIL: ', '.']"
5155,pmb-4.0.0/data/en/gold/p37/d2434/en.drs.xml,"['This', 'offer', 'expires', 'on', 'ø', 'August', '15', ',', '1999', '.']","['this', 'offer', 'expire', 'on', 'ø', 'august', '15', ',', '1999', '.']","[0, 5, 11, 19, 22, 22, 29, 31, 33, 37]","[4, 10, 18, 21, -1, 28, 31, 32, 37, 38]","['PRX', 'CON', 'EFS', 'REL', 'DEF', 'MOY', 'DOM', 'NIL', 'YOC', 'NIL']","['PRX: ', 'This', '; ', 'CON: ', 'offer', '; ', 'EFS: ', 'expires', '; ', 'REL: ', 'on', '; ', 'DEF: ', 'ø', '; ', 'MOY: ', 'August', '; ', 'DOM: ', '15', '; ', 'NIL: ', ',', '; ', 'YOC: ', '1999', '; ', 'NIL: ', '.']"
7836,pmb-4.0.0/data/en/gold/p67/d2900/en.drs.xml,"['""', 'Whose', 'socks', 'are', 'these', '?', '""', '""', 'They', 'are', 'my', 'sister', ""'s"", '.', '""']","['""', 'person', 'sock', 'be', 'entity', '?', '""', '""', 'entity', 'be', 'speaker', 'sister', ""'s"", '.', '""']","[0, 1, 7, 13, 17, 22, 23, 25, 26, 31, 35, 38, 44, 46, 47]","[1, 6, 12, 16, 22, 23, 24, 26, 30, 34, 37, 44, 46, 47, 48]","['NIL', 'HAS', 'CON', 'ENS', 'PRX', 'QUE', 'NIL', 'NIL', 'PRO', 'ENS', 'HAS', 'ROL', 'HAS', 'NIL', 'NIL']","['NIL: ', '""', 'HAS: ', 'Whose', '; ', 'CON: ', 'socks', '; ', 'ENS: ', 'are', '; ', 'PRX: ', 'these', '; ', 'QUE: ', '?', '; ', 'NIL: ', '""', 'NIL: ', '""', 'PRO: ', 'They', '; ', 'ENS: ', 'are', '; ', 'HAS: ', 'my', '; ', 'ROL: ', 'sister', '; ', 'HAS: ', ""'s"", '; ', 'NIL: ', '.', '; ', 'NIL: ', '""']"
945,pmb-4.0.0/data/en/gold/p03/d2436/en.drs.xml,"['He', 'hates', 'ø', 'Halloween', '.']","['male', 'hate', 'ø', 'halloween', '.']","[0, 3, 9, 9, 18]","[2, 8, -1, 18, 19]","['PRO', 'ENS', 'DEF', 'HAP', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', 'hates', '; ', 'DEF: ', 'ø', '; ', 'HAP: ', 'Halloween', '; ', 'NIL: ', '.']"
5346,pmb-4.0.0/data/en/gold/p39/d3422/en.drs.xml,"['She', 'married', 'a', 'firefighter', '.']","['female', 'marry', 'a', 'firefighter', '.']","[0, 4, 12, 14, 25]","[3, 11, 13, 25, 26]","['PRO', 'EPS', 'DIS', 'ROL', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'married', '; ', 'DIS: ', 'a', '; ', 'ROL: ', 'firefighter', '; ', 'NIL: ', '.']"
9715,pmb-4.0.0/data/en/gold/p89/d3311/en.drs.xml,"['None', 'of', 'the', 'cars', 'is', 'mine', '.']","['entity', 'of', 'the', 'car', 'be', 'speaker', '.']","[0, 5, 8, 12, 17, 20, 24]","[4, 7, 11, 16, 19, 24, 25]","['NOT', 'REL', 'DEF', 'CON', 'ENS', 'HAS', 'NIL']","['NOT: ', 'None', '; ', 'REL: ', 'of', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'cars', '; ', 'ENS: ', 'is', '; ', 'HAS: ', 'mine', '; ', 'NIL: ', '.']"
5973,pmb-4.0.0/data/en/gold/p46/d1557/en.drs.xml,"['She', 'ate', 'the', 'apple', '.']","['female', 'eat', 'the', 'apple', '.']","[0, 4, 8, 12, 17]","[3, 7, 11, 17, 18]","['PRO', 'EPS', 'DEF', 'CON', 'NIL']","['PRO: ', 'She', '; ', 'EPS: ', 'ate', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'apple', '; ', 'NIL: ', '.']"
3927,pmb-4.0.0/data/en/gold/p25/d1719/en.drs.xml,"['The', 'dowser', 'used', 'a', 'dowsing~rod', 'to', 'search', 'for', 'ø', 'water', '.']","['the', 'dowser', 'use', 'a', 'dowsing~rod', 'to', 'search', 'for', 'ø', 'water', '.']","[0, 4, 11, 16, 18, 30, 33, 40, 44, 44, 49]","[3, 10, 15, 17, 29, 32, 39, 43, -1, 49, 50]","['DEF', 'ROL', 'EPS', 'DIS', 'CON', 'NIL', 'EXS', 'REL', 'DIS', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'ROL: ', 'dowser', '; ', 'EPS: ', 'used', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'dowsing~rod', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'search', '; ', 'REL: ', 'for', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'water', '; ', 'NIL: ', '.']"
5134,pmb-4.0.0/data/en/gold/p37/d1783/en.drs.xml,"['""', 'Whose', 'magazines', 'are', 'these', '?', '""', '""', 'They', 'are', 'the', 'doctor', ""'s"", '.', '""']","['""', 'person', 'magazine', 'be', 'entity', '?', '""', '""', 'entity', 'be', 'the', 'doctor', 'magazine', '.', '""']","[0, 1, 7, 17, 21, 26, 27, 29, 30, 35, 39, 43, 49, 51, 52]","[1, 6, 16, 20, 26, 27, 28, 30, 34, 38, 42, 49, 51, 52, 53]","['NIL', 'HAS', 'CON', 'ENS', 'PRX', 'QUE', 'NIL', 'NIL', 'PRO', 'ENS', 'DEF', 'ROL', 'HAS', 'NIL', 'NIL']","['NIL: ', '""', 'HAS: ', 'Whose', '; ', 'CON: ', 'magazines', '; ', 'ENS: ', 'are', '; ', 'PRX: ', 'these', '; ', 'QUE: ', '?', '; ', 'NIL: ', '""', 'NIL: ', '""', 'PRO: ', 'They', '; ', 'ENS: ', 'are', '; ', 'DEF: ', 'the', '; ', 'ROL: ', 'doctor', '; ', 'HAS: ', ""'s"", '; ', 'NIL: ', '.', '; ', 'NIL: ', '""']"
123,pmb-4.0.0/data/en/gold/p00/d1575/en.drs.xml,"['He', 'is', 'a', 'plucky', 'guy', '.']","['male', 'be', 'a', 'plucky', 'guy', '.']","[0, 3, 6, 8, 15, 18]","[2, 5, 7, 14, 18, 19]","['PRO', 'ENS', 'DIS', 'IST', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', 'is', '; ', 'DIS: ', 'a', '; ', 'IST: ', 'plucky', '; ', 'CON: ', 'guy', '; ', 'NIL: ', '.']"
3904,pmb-4.0.0/data/en/gold/p25/d0940/en.drs.xml,"['That', ""'s"", 'unimportant']","['entity', 'be', 'unimportant']","[0, 4, 7]","[4, 6, 18]","['DST', 'NOW', 'IST']","['DST: ', 'That', '; ', 'NOW: ', ""'s"", '; ', 'IST: ', 'unimportant']"
9277,pmb-4.0.0/data/en/gold/p84/d1752/en.drs.xml,"['Add', 'ø', '3', 'spoonfuls', 'of', 'ø', 'white~wine', '.']","['add', 'ø', '3', 'spoonful', 'of', 'ø', 'white~wine', '.']","[0, 4, 4, 6, 16, 19, 19, 29]","[3, -1, 5, 15, 18, -1, 29, 30]","['EXS', 'DIS', 'QUC', 'CON', 'AND', 'DIS', 'CON', 'NIL']","['EXS: ', 'Add', '; ', 'DIS: ', 'ø', '; ', 'QUC: ', '3', '; ', 'CON: ', 'spoonfuls', '; ', 'AND: ', 'of', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'white~wine', '; ', 'NIL: ', '.']"
6425,pmb-4.0.0/data/en/gold/p50/d2781/en.drs.xml,"['All', 'the', 'apple~trees', 'were', 'cut', 'down', '.']","['all', 'the', 'apple~tree', 'be', 'cut~down', 'down', '.']","[0, 4, 8, 20, 25, 29, 33]","[3, 7, 19, 24, 28, 33, 34]","['AND', 'DEF', 'CON', 'PST', 'EXS', 'REL', 'NIL']","['AND: ', 'All', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'apple~trees', '; ', 'PST: ', 'were', '; ', 'EXS: ', 'cut', '; ', 'REL: ', 'down', '; ', 'NIL: ', '.']"
7669,pmb-4.0.0/data/en/gold/p65/d1567/en.drs.xml,"['ø', 'Tom', ""'s"", 'not', 'hungry', '.']","['ø', 'tom', 'be', 'not', 'hungry', '.']","[0, 0, 3, 6, 10, 16]","[-1, 3, 5, 9, 16, 17]","['DEF', 'PER', 'NOW', 'NOT', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', ""'s"", '; ', 'NOT: ', 'not', '; ', 'IST: ', 'hungry', '; ', 'NIL: ', '.']"
10500,pmb-4.0.0/data/en/gold/p98/d1380/en.drs.xml,"['Who', 'starred', 'in', '""', 'ø', 'The~Poseidon~Adventure', '""', '?']","['person', 'star', 'in', '""', 'ø', 'the~poseidon~adventure', '""', '?']","[0, 4, 12, 15, 16, 16, 38, 39]","[3, 11, 14, 16, -1, 38, 39, 40]","['QUE', 'EPS', 'REL', 'NIL', 'DEF', 'ART', 'NIL', 'QUE']","['QUE: ', 'Who', '; ', 'EPS: ', 'starred', '; ', 'REL: ', 'in', '; ', 'NIL: ', '""', '; ', 'DEF: ', 'ø', '; ', 'ART: ', 'The~Poseidon~Adventure', '; ', 'NIL: ', '""', '; ', 'QUE: ', '?']"
7826,pmb-4.0.0/data/en/gold/p67/d2562/en.drs.xml,"['He', 'bought', 'that', 'house', 'because', 'his', 'wife', 'liked', 'it', '.']","['male', 'buy', 'entity', 'house', 'because', 'male', 'wife', 'like', 'entity', '.']","[0, 3, 10, 15, 21, 29, 33, 38, 44, 46]","[2, 9, 14, 20, 28, 32, 37, 43, 46, 47]","['PRO', 'EPS', 'DST', 'CON', 'SUB', 'HAS', 'ROL', 'EPS', 'PRO', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'bought', '; ', 'DST: ', 'that', '; ', 'CON: ', 'house', '; ', 'SUB: ', 'because', '; ', 'HAS: ', 'his', '; ', 'ROL: ', 'wife', '; ', 'EPS: ', 'liked', '; ', 'PRO: ', 'it', '; ', 'NIL: ', '.']"
5116,pmb-4.0.0/data/en/gold/p37/d0865/en.drs.xml,"['I', ""'m"", 'bored', '.']","['speaker', 'be', 'bored', '.']","[0, 1, 4, 9]","[1, 3, 9, 10]","['PRO', 'NOW', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'m"", '; ', 'IST: ', 'bored', '; ', 'NIL: ', '.']"
5531,pmb-4.0.0/data/en/gold/p41/d0918/en.drs.xml,"['ø', 'Elena', 'is', 'the', 'tallest', 'girl', 'in', 'the', 'class', '.']","['ø', 'elena', 'be', 'the', 'tall', 'girl', 'in', 'the', 'class', '.']","[0, 0, 6, 9, 13, 21, 26, 29, 33, 38]","[-1, 5, 8, 12, 20, 25, 28, 32, 38, 39]","['DEF', 'PER', 'ENS', 'DEF', 'TOP', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Elena', '; ', 'ENS: ', 'is', '; ', 'DEF: ', 'the', '; ', 'TOP: ', 'tallest', '; ', 'CON: ', 'girl', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'class', '; ', 'NIL: ', '.']"
6512,pmb-4.0.0/data/en/gold/p51/d1960/en.drs.xml,"['ø', 'Alexander', 'died', 'in', 'ø', 'Babylon', '.']","['ø', 'alexander', 'die', 'in', 'ø', 'babylon', '.']","[0, 0, 10, 15, 18, 18, 25]","[-1, 9, 14, 17, -1, 25, 26]","['DEF', 'PER', 'EPS', 'REL', 'DEF', 'GPE', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Alexander', '; ', 'EPS: ', 'died', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'ø', '; ', 'GPE: ', 'Babylon', '; ', 'NIL: ', '.']"
3858,pmb-4.0.0/data/en/gold/p24/d2698/en.drs.xml,"['He', 'hid', 'his', 'toys', 'under', 'the', 'bed', '.']","['male', 'hide', 'male', 'toy', 'under', 'the', 'bed', '.']","[0, 3, 7, 11, 16, 22, 26, 29]","[2, 6, 10, 15, 21, 25, 29, 30]","['PRO', 'EPS', 'HAS', 'CON', 'REL', 'DEF', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'hid', '; ', 'HAS: ', 'his', '; ', 'CON: ', 'toys', '; ', 'REL: ', 'under', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'bed', '; ', 'NIL: ', '.']"
3643,pmb-4.0.0/data/en/gold/p22/d1607/en.drs.xml,"['He', 'likes', 'all', 'that', 'is', 'sweet', '.']","['male', 'like', 'entity', 'that', 'be', 'sweet', '.']","[0, 3, 9, 13, 18, 21, 26]","[2, 8, 12, 17, 20, 26, 27]","['PRO', 'ENS', 'DIS', 'IMP', 'NOW', 'IST', 'NIL']","['PRO: ', 'He', '; ', 'ENS: ', 'likes', '; ', 'DIS: ', 'all', '; ', 'IMP: ', 'that', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'sweet', '; ', 'NIL: ', '.']"
165,pmb-4.0.0/data/en/gold/p00/d1763/en.drs.xml,"['I', 'have', 'lost', 'my', 'pencil', '.']","['speaker', 'have', 'lose', 'speaker', 'pencil', '.']","[0, 2, 7, 12, 15, 21]","[1, 6, 11, 14, 21, 22]","['PRO', 'NOW', 'EXT', 'HAS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', 'have', '; ', 'EXT: ', 'lost', '; ', 'HAS: ', 'my', '; ', 'CON: ', 'pencil', '; ', 'NIL: ', '.']"
1043,pmb-4.0.0/data/en/gold/p04/d0897/en.drs.xml,"['She', 'is', 'in~love', 'with', 'him', '.']","['female', 'be', 'in~love', 'with', 'male', '.']","[0, 4, 7, 15, 20, 23]","[3, 6, 14, 19, 23, 24]","['PRO', 'NOW', 'IST', 'REL', 'PRO', 'NIL']","['PRO: ', 'She', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'in~love', '; ', 'REL: ', 'with', '; ', 'PRO: ', 'him', '; ', 'NIL: ', '.']"
6728,pmb-4.0.0/data/en/gold/p54/d1766/en.drs.xml,"['The', 'penguin', 'was', 'expelled', 'from', 'the', 'group', '.']","['the', 'penguin', 'be', 'expel', 'from', 'the', 'group', '.']","[0, 4, 12, 16, 25, 30, 34, 39]","[3, 11, 15, 24, 29, 33, 39, 40]","['DEF', 'CON', 'PST', 'EXS', 'REL', 'DEF', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'penguin', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'expelled', '; ', 'REL: ', 'from', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'group', '; ', 'NIL: ', '.']"
9000,pmb-4.0.0/data/en/gold/p80/d3390/en.drs.xml,"['ø', 'Tom', 'was', 'never', 'happy', '.']","['ø', 'tom', 'be', 'time', 'happy', '.']","[0, 0, 4, 8, 14, 19]","[-1, 3, 7, 13, 19, 20]","['DEF', 'PER', 'PST', 'NOT', 'IST', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'PST: ', 'was', '; ', 'NOT: ', 'never', '; ', 'IST: ', 'happy', '; ', 'NIL: ', '.']"
4462,pmb-4.0.0/data/en/gold/p30/d2192/en.drs.xml,"['His', 'house', 'is', 'near', 'the', 'subway~station', '.']","['male', 'house', 'be', 'near', 'the', 'subway~station', '.']","[0, 4, 10, 13, 18, 22, 36]","[3, 9, 12, 17, 21, 36, 37]","['HAS', 'CON', 'ENS', 'APX', 'DEF', 'CON', 'NIL']","['HAS: ', 'His', '; ', 'CON: ', 'house', '; ', 'ENS: ', 'is', '; ', 'APX: ', 'near', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'subway~station', '; ', 'NIL: ', '.']"
5074,pmb-4.0.0/data/en/gold/p36/d2916/en.drs.xml,"['Do', ""n't"", 'forget', 'to', 'write', 'the', 'zip~code', '.']","['do', 'not', 'forget', 'to', 'write', 'the', 'zip~code', '.']","[0, 2, 6, 13, 16, 22, 26, 34]","[2, 5, 12, 15, 21, 25, 34, 35]","['NOW', 'NOT', 'EXS', 'NIL', 'EXS', 'DEF', 'CON', 'NIL']","['NOW: ', 'Do', '; ', 'NOT: ', ""n't"", '; ', 'EXS: ', 'forget', '; ', 'NIL: ', 'to', '; ', 'EXS: ', 'write', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'zip~code', '; ', 'NIL: ', '.']"
3383,pmb-4.0.0/data/en/gold/p20/d2007/en.drs.xml,"['I', 'was', 'dazzled', '.']","['speaker', 'be', 'dazzle', '.']","[0, 2, 6, 13]","[1, 5, 13, 14]","['PRO', 'PST', 'EXS', 'NIL']","['PRO: ', 'I', '; ', 'PST: ', 'was', '; ', 'EXS: ', 'dazzled', '; ', 'NIL: ', '.']"
5655,pmb-4.0.0/data/en/gold/p42/d2612/en.drs.xml,"['The', 'fox', 'hid', 'in', 'the', 'hollow', 'tree', '.']","['the', 'fox', 'hide', 'in', 'the', 'hollow', 'tree', '.']","[0, 4, 8, 12, 15, 19, 26, 30]","[3, 7, 11, 14, 18, 25, 30, 31]","['DEF', 'CON', 'EPS', 'REL', 'DEF', 'IST', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'fox', '; ', 'EPS: ', 'hid', '; ', 'REL: ', 'in', '; ', 'DEF: ', 'the', '; ', 'IST: ', 'hollow', '; ', 'CON: ', 'tree', '; ', 'NIL: ', '.']"
257,pmb-4.0.0/data/en/gold/p00/d2315/en.drs.xml,"['Are', 'they', 'live', '?']","['be', 'person', 'live', '?']","[0, 4, 9, 13]","[3, 8, 13, 14]","['NOW', 'PRO', 'IST', 'QUE']","['NOW: ', 'Are', '; ', 'PRO: ', 'they', '; ', 'IST: ', 'live', '; ', 'QUE: ', '?']"
4719,pmb-4.0.0/data/en/gold/p32/d2848/en.drs.xml,"['ø', 'Tom', ""'s"", 'last~name', 'was', 'Jackson', '.']","['ø', 'tom', ""'s"", 'last~name', 'be', 'jackson', '.']","[0, 0, 3, 6, 16, 20, 27]","[-1, 3, 5, 15, 19, 27, 28]","['DEF', 'PER', 'HAS', 'CON', 'EPS', 'LIT', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'HAS: ', ""'s"", '; ', 'CON: ', 'last~name', '; ', 'EPS: ', 'was', '; ', 'LIT: ', 'Jackson', '; ', 'NIL: ', '.']"
4156,pmb-4.0.0/data/en/gold/p27/d1787/en.drs.xml,"['He', 'bought', 'her', 'a', 'drink', '.']","['male', 'buy', 'female', 'a', 'drink', '.']","[0, 3, 10, 14, 16, 21]","[2, 9, 13, 15, 21, 22]","['PRO', 'EPS', 'PRO', 'DIS', 'CON', 'NIL']","['PRO: ', 'He', '; ', 'EPS: ', 'bought', '; ', 'PRO: ', 'her', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'drink', '; ', 'NIL: ', '.']"
1938,pmb-4.0.0/data/en/gold/p09/d2518/en.drs.xml,"['I', 'ordered', 'ø', 'pizza', '.']","['speaker', 'order', 'ø', 'pizza', '.']","[0, 2, 10, 10, 15]","[1, 9, -1, 15, 16]","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'EPS: ', 'ordered', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'pizza', '; ', 'NIL: ', '.']"
8623,pmb-4.0.0/data/en/gold/p77/d1932/en.drs.xml,"['Are', 'you', 'allergic', 'to', 'any', 'medicine', '?']","['be', 'hearer', 'allergic', 'to', 'any', 'medicine', '?']","[0, 4, 8, 17, 20, 24, 32]","[3, 7, 16, 19, 23, 32, 33]","['NOW', 'PRO', 'IST', 'REL', 'DIS', 'CON', 'QUE']","['NOW: ', 'Are', '; ', 'PRO: ', 'you', '; ', 'IST: ', 'allergic', '; ', 'REL: ', 'to', '; ', 'DIS: ', 'any', '; ', 'CON: ', 'medicine', '; ', 'QUE: ', '?']"
156,pmb-4.0.0/data/en/gold/p00/d1730/en.drs.xml,"['I', 'think', 'ø', 'Tom', 'is', 'normal', '.']","['speaker', 'think', 'ø', 'tom', 'be', 'normal', '.']","[0, 2, 8, 8, 12, 15, 21]","[1, 7, -1, 11, 14, 21, 22]","['PRO', 'ENS', 'DEF', 'PER', 'NOW', 'IST', 'NIL']","['PRO: ', 'I', '; ', 'ENS: ', 'think', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Tom', '; ', 'NOW: ', 'is', '; ', 'IST: ', 'normal', '; ', 'NIL: ', '.']"
2298,pmb-4.0.0/data/en/gold/p11/d1675/en.drs.xml,"['The', 'plane', 'flew', 'ø', 'east', '.']","['the', 'plane', 'fly', 'ø', 'east', '.']","[0, 4, 10, 15, 15, 19]","[3, 9, 14, -1, 19, 20]","['DEF', 'CON', 'EPS', 'DIS', 'CON', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'plane', '; ', 'EPS: ', 'flew', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'east', '; ', 'NIL: ', '.']"
343,pmb-4.0.0/data/en/gold/p00/d2942/en.drs.xml,"['My', 'mother', 'made', 'me', 'a', 'sweater', '.']","['speaker', 'mother', 'make', 'speaker', 'a', 'sweater', '.']","[0, 3, 10, 15, 18, 20, 27]","[2, 9, 14, 17, 19, 27, 28]","['HAS', 'ROL', 'EPS', 'PRO', 'DIS', 'CON', 'NIL']","['HAS: ', 'My', '; ', 'ROL: ', 'mother', '; ', 'EPS: ', 'made', '; ', 'PRO: ', 'me', '; ', 'DIS: ', 'a', '; ', 'CON: ', 'sweater', '; ', 'NIL: ', '.']"
5715,pmb-4.0.0/data/en/gold/p43/d1939/en.drs.xml,"['I', ""'ve"", 'run', 'out', 'of', 'ø', 'money', '.']","['speaker', 'have', 'run~out', 'out', 'of', 'ø', 'money', '.']","[0, 1, 5, 9, 13, 16, 16, 21]","[1, 4, 8, 12, 15, -1, 21, 22]","['PRO', 'NOW', 'EXT', 'REL', 'REL', 'DIS', 'CON', 'NIL']","['PRO: ', 'I', '; ', 'NOW: ', ""'ve"", '; ', 'EXT: ', 'run', '; ', 'REL: ', 'out', '; ', 'REL: ', 'of', '; ', 'DIS: ', 'ø', '; ', 'CON: ', 'money', '; ', 'NIL: ', '.']"
4691,pmb-4.0.0/data/en/gold/p32/d1935/en.drs.xml,"['The', 'prisoner', 'has', 'escaped', '!']","['the', 'prisoner', 'have', 'escape', '!']","[0, 4, 13, 17, 24]","[3, 12, 16, 24, 25]","['DEF', 'ROL', 'NOW', 'EXT', 'EMP']","['DEF: ', 'The', '; ', 'ROL: ', 'prisoner', '; ', 'NOW: ', 'has', '; ', 'EXT: ', 'escaped', '; ', 'EMP: ', '!']"
7161,pmb-4.0.0/data/en/gold/p60/d0715/en.drs.xml,"['ø', 'David~Cameron', 'belongs', 'to', 'the', 'U.K.', 'Conservative~Party', '.']","['ø', 'david~cameron', 'belong', 'to', 'the', 'uk', 'conservative~party', '.']","[0, 0, 14, 22, 25, 29, 34, 52]","[-1, 13, 21, 24, 28, 33, 52, 53]","['DEF', 'PER', 'ENS', 'REL', 'DEF', 'GPE', 'ORG', 'NIL']","['DEF: ', 'ø', '; ', 'PER: ', 'David~Cameron', '; ', 'ENS: ', 'belongs', '; ', 'REL: ', 'to', '; ', 'DEF: ', 'the', '; ', 'GPE: ', 'U.K.', '; ', 'ORG: ', 'Conservative~Party', '; ', 'NIL: ', '.']"
8081,pmb-4.0.0/data/en/gold/p70/d2360/en.drs.xml,"['The', 'girl', 'at', 'the', 'door', 'is', 'ø', 'Lucy', '.']","['the', 'girl', 'at', 'the', 'door', 'be', 'ø', 'lucy', '.']","[0, 4, 9, 12, 16, 21, 24, 24, 28]","[3, 8, 11, 15, 20, 23, -1, 28, 29]","['DEF', 'CON', 'REL', 'DEF', 'CON', 'ENS', 'DEF', 'PER', 'NIL']","['DEF: ', 'The', '; ', 'CON: ', 'girl', '; ', 'REL: ', 'at', '; ', 'DEF: ', 'the', '; ', 'CON: ', 'door', '; ', 'ENS: ', 'is', '; ', 'DEF: ', 'ø', '; ', 'PER: ', 'Lucy', '; ', 'NIL: ', '.']"
7526,pmb-4.0.0/data/en/gold/p63/d2262/en.drs.xml,"['A', 'dollar', 'is', 'equal', 'to', 'a', 'hundred', 'cents', '.']","['1', 'dollar', 'be', 'equal', 'to', 'a', '100', 'cent', '.']","[0, 2, 9, 12, 18, 21, 23, 31, 36]","[1, 8, 11, 17, 20, 22, 30, 36, 37]","['QUC', 'UOM', 'NIL', 'IST', 'REL', 'DIS', 'QUC', 'UOM', 'NIL']","['QUC: ', 'A', '; ', 'UOM: ', 'dollar', '; ', 'NIL: ', 'is', '; ', 'IST: ', 'equal', '; ', 'REL: ', 'to', '; ', 'DIS: ', 'a', '; ', 'QUC: ', 'hundred', '; ', 'UOM: ', 'cents', '; ', 'NIL: ', '.']"
